time,open,high,low,close,tick_volume,spread,real_volume
2026-05-28 03:05:00,1.16127,1.16131,1.1610800000000001,1.16113,97,6,0
2026-05-28 03:10:00,1.16113,1.16113,1.16055,1.16055,144,6,0
2026-05-28 03:15:00,1.16054,1.16055,1.16013,1.16027,176,6,0
2026-05-28 03:20:00,1.16026,1.16039,1.16017,1.16021,126,6,0
2026-05-28 03:25:00,1.16021,1.16039,1.16007,1.16009,158,6,0
2026-05-28 03:30:00,1.16009,1.1601,1.15954,1.15963,259,6,0
2026-05-28 03:35:00,1.15962,1.15976,1.15941,1.15943,208,6,0
2026-05-28 03:40:00,1.15944,1.15961,1.1592500000000001,1.15931,214,6,0
2026-05-28 03:45:00,1.1593,1.15942,1.15909,1.15921,171,6,0
2026-05-28 03:50:00,1.1592,1.1592,1.15896,1.159,141,6,0
2026-05-28 03:55:00,1.159,1.159,1.15868,1.15868,171,6,0
2026-05-28 04:00:00,1.15868,1.15889,1.1586400000000001,1.15878,165,6,0
2026-05-28 04:05:00,1.15878,1.15906,1.1586,1.15906,155,6,0
2026-05-28 04:10:00,1.15906,1.15912,1.15894,1.15909,126,6,0
2026-05-28 04:15:00,1.15909,1.15916,1.15878,1.15878,150,6,0
2026-05-28 04:20:00,1.15877,1.159,1.15876,1.15892,176,6,0
2026-05-28 04:25:00,1.15892,1.15894,1.15879,1.15879,117,6,0
2026-05-28 04:30:00,1.15879,1.15902,1.15878,1.15891,131,6,0
2026-05-28 04:35:00,1.15891,1.15916,1.15888,1.15915,102,6,0
2026-05-28 04:40:00,1.15916,1.15924,1.15904,1.15913,85,6,0
2026-05-28 04:45:00,1.15913,1.15919,1.159,1.1590799999999999,80,6,0
2026-05-28 04:50:00,1.1590799999999999,1.15917,1.15903,1.15911,68,6,0
2026-05-28 04:55:00,1.15912,1.15922,1.1591,1.15917,94,6,0
2026-05-28 05:00:00,1.15919,1.15928,1.15906,1.1592500000000001,104,6,0
2026-05-28 05:05:00,1.1592500000000001,1.15929,1.15902,1.15903,101,6,0
2026-05-28 05:10:00,1.15904,1.15909,1.15887,1.15906,93,6,0
2026-05-28 05:15:00,1.15906,1.15919,1.15899,1.1590799999999999,118,6,0
2026-05-28 05:20:00,1.15909,1.15939,1.15907,1.15934,135,6,0
2026-05-28 05:25:00,1.15934,1.15947,1.15931,1.15939,124,6,0
2026-05-28 05:30:00,1.1594,1.15977,1.15939,1.15975,169,6,0
2026-05-28 05:35:00,1.15975,1.15988,1.15966,1.15988,136,6,0
2026-05-28 05:40:00,1.1598600000000001,1.15998,1.15982,1.15995,148,6,0
2026-05-28 05:45:00,1.15997,1.16009,1.15995,1.16003,91,6,0
2026-05-28 05:50:00,1.16003,1.16017,1.15997,1.16004,94,6,0
2026-05-28 05:55:00,1.16002,1.16004,1.15987,1.15989,103,6,0
2026-05-28 06:00:00,1.15987,1.16017,1.15981,1.16004,167,6,0
2026-05-28 06:05:00,1.16004,1.1602000000000001,1.16,1.16008,125,6,0
2026-05-28 06:10:00,1.1601,1.16045,1.16002,1.16037,172,6,0
2026-05-28 06:15:00,1.16037,1.1605,1.16028,1.1605,133,6,0
2026-05-28 06:20:00,1.1605,1.16075,1.1605,1.16064,125,6,0
2026-05-28 06:25:00,1.16065,1.16089,1.16065,1.16067,147,6,0
2026-05-28 06:30:00,1.16067,1.1607,1.16051,1.16063,137,6,0
2026-05-28 06:35:00,1.16065,1.16094,1.16062,1.16088,131,6,0
2026-05-28 06:40:00,1.16086,1.16086,1.1605699999999999,1.16077,131,6,0
2026-05-28 06:45:00,1.16077,1.16083,1.16062,1.1608,103,6,0
2026-05-28 06:50:00,1.16082,1.16086,1.1605699999999999,1.16086,116,6,0
2026-05-28 06:55:00,1.16086,1.1611799999999999,1.16086,1.16098,160,6,0
2026-05-28 07:00:00,1.16099,1.1614,1.16099,1.16125,251,6,0
2026-05-28 07:05:00,1.16126,1.16146,1.16114,1.1614,157,6,0
2026-05-28 07:10:00,1.16139,1.16174,1.16132,1.16168,156,6,0
2026-05-28 07:15:00,1.16168,1.16168,1.16132,1.16151,154,6,0
2026-05-28 07:20:00,1.1615199999999999,1.16158,1.16138,1.1614200000000001,142,6,0
2026-05-28 07:25:00,1.1614200000000001,1.16148,1.16121,1.16122,128,6,0
2026-05-28 07:30:00,1.16121,1.16138,1.16116,1.16117,138,6,0
2026-05-28 07:35:00,1.16117,1.16122,1.16098,1.16103,175,6,0
2026-05-28 07:40:00,1.161,1.16123,1.16099,1.16123,124,6,0
2026-05-28 07:45:00,1.16123,1.16138,1.1610800000000001,1.16132,141,6,0
2026-05-28 07:50:00,1.16132,1.16132,1.16116,1.16129,114,6,0
2026-05-28 07:55:00,1.16129,1.16129,1.16109,1.16113,93,6,0
2026-05-28 08:00:00,1.16116,1.16145,1.16112,1.16138,197,6,0
2026-05-28 08:05:00,1.16139,1.16156,1.16134,1.16149,140,6,0
2026-05-28 08:10:00,1.16148,1.16151,1.1609,1.1611,143,6,0
2026-05-28 08:15:00,1.1611,1.16111,1.16076,1.16087,124,6,0
2026-05-28 08:20:00,1.16087,1.16119,1.16087,1.16107,123,6,0
2026-05-28 08:25:00,1.16107,1.16113,1.16065,1.16093,195,6,0
2026-05-28 08:30:00,1.16093,1.16112,1.16086,1.16102,135,6,0
2026-05-28 08:35:00,1.16103,1.1611799999999999,1.16099,1.16107,112,6,0
2026-05-28 08:40:00,1.16107,1.16119,1.16094,1.16104,137,6,0
2026-05-28 08:45:00,1.16103,1.16136,1.16099,1.16129,105,6,0
2026-05-28 08:50:00,1.16129,1.16159,1.16129,1.16133,142,6,0
2026-05-28 08:55:00,1.16133,1.16167,1.16126,1.1615199999999999,112,6,0
2026-05-28 09:00:00,1.16153,1.16166,1.1614200000000001,1.16159,129,6,0
2026-05-28 09:05:00,1.16159,1.16172,1.1614,1.16155,130,6,0
2026-05-28 09:10:00,1.16155,1.1618,1.16154,1.16178,104,6,0
2026-05-28 09:15:00,1.16178,1.16185,1.16155,1.16157,108,6,0
2026-05-28 09:20:00,1.16157,1.16189,1.1615199999999999,1.16173,119,6,0
2026-05-28 09:25:00,1.16172,1.16183,1.16167,1.16173,117,6,0
2026-05-28 09:30:00,1.16175,1.16181,1.16141,1.16146,121,6,0
2026-05-28 09:35:00,1.16147,1.16156,1.16143,1.16147,80,6,0
2026-05-28 09:40:00,1.16148,1.16172,1.16147,1.16162,118,6,0
2026-05-28 09:45:00,1.16162,1.16162,1.16147,1.16151,114,6,0
2026-05-28 09:50:00,1.1615199999999999,1.16175,1.16149,1.16159,128,6,0
2026-05-28 09:55:00,1.16159,1.16159,1.16127,1.16129,115,6,0
2026-05-28 10:00:00,1.16126,1.16139,1.16114,1.16117,127,6,0
2026-05-28 10:05:00,1.16115,1.1612,1.16088,1.16112,144,6,0
2026-05-28 10:10:00,1.16112,1.16132,1.16111,1.16127,106,6,0
2026-05-28 10:15:00,1.1613,1.16154,1.16112,1.16117,162,6,0
2026-05-28 10:20:00,1.16117,1.16127,1.16096,1.16119,145,6,0
2026-05-28 10:25:00,1.1611799999999999,1.16144,1.16117,1.16143,121,6,0
2026-05-28 10:30:00,1.16143,1.16145,1.16109,1.16115,109,6,0
2026-05-28 10:35:00,1.16115,1.16116,1.16097,1.16105,90,6,0
2026-05-28 10:40:00,1.16105,1.16106,1.16056,1.1606,133,6,0
2026-05-28 10:45:00,1.16062,1.16105,1.16056,1.16088,161,6,0
2026-05-28 10:50:00,1.16088,1.16092,1.16037,1.16088,346,6,0
2026-05-28 10:55:00,1.1609,1.161,1.16036,1.16036,184,6,0
2026-05-28 11:00:00,1.16035,1.16077,1.16033,1.16076,182,6,0
2026-05-28 11:05:00,1.16076,1.16078,1.16052,1.16067,141,6,0
2026-05-28 11:10:00,1.16067,1.16075,1.1605,1.16075,131,6,0
2026-05-28 11:15:00,1.16075,1.16087,1.16073,1.16078,111,6,0
2026-05-28 11:20:00,1.16078,1.16093,1.16076,1.16086,111,6,0
2026-05-28 11:25:00,1.16087,1.1611,1.16078,1.16104,91,6,0
2026-05-28 11:30:00,1.16104,1.16104,1.16077,1.16102,106,6,0
2026-05-28 11:35:00,1.16102,1.16113,1.16097,1.16104,111,6,0
2026-05-28 11:40:00,1.16105,1.16116,1.16096,1.16109,106,6,0
2026-05-28 11:45:00,1.1611,1.16124,1.16102,1.16103,112,6,0
2026-05-28 11:50:00,1.16103,1.16181,1.16101,1.16181,191,6,0
2026-05-28 11:55:00,1.1617899999999999,1.16225,1.16163,1.1616900000000001,353,6,0
2026-05-28 12:00:00,1.1616900000000001,1.16182,1.16162,1.16171,158,6,0
2026-05-28 12:05:00,1.16172,1.16196,1.16165,1.16166,154,6,0
2026-05-28 12:10:00,1.16166,1.16191,1.16153,1.1619,188,6,0
2026-05-28 12:15:00,1.16191,1.16215,1.16185,1.16212,141,6,0
2026-05-28 12:20:00,1.16212,1.16224,1.16202,1.16215,143,6,0
2026-05-28 12:25:00,1.16216,1.16253,1.16216,1.16241,157,6,0
2026-05-28 12:30:00,1.16242,1.1634,1.16238,1.16288,424,6,0
2026-05-28 12:35:00,1.1629,1.16339,1.16283,1.1632,364,6,0
2026-05-28 12:40:00,1.1632,1.1634,1.16311,1.16321,259,6,0
2026-05-28 12:45:00,1.16323,1.16358,1.16316,1.16334,261,6,0
2026-05-28 12:50:00,1.16333,1.16381,1.16321,1.16348,266,6,0
2026-05-28 12:55:00,1.16347,1.16373,1.16342,1.1636199999999999,252,6,0
2026-05-28 13:00:00,1.1636199999999999,1.16428,1.1635900000000001,1.16413,316,6,0
2026-05-28 13:05:00,1.16413,1.16426,1.1636199999999999,1.16369,262,6,0
2026-05-28 13:10:00,1.16367,1.16372,1.16361,1.16372,22,6,0
